NUM,NAME_2021,EXISTE_2021,NAME_2022,EXISTE_2022,DESCRIPTION,SOURCE,WEBSITE,LEVEL,NAME_2023,EXISTE_2023,NAME_2024,EXISTE_2024,NAME_2025,EXISTE_2025,TYPE,PROFILE,NOTAS_CAMBIO
IN.4.1.2,,0,"Domestic credit to private sector, % GDP",1,"Domestic credit to private sector refers to financial resources provided to the private sector by financial corporations, such as through loans, purchases of non-equity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries, these claims include credit to public enterprises. The financial corporations include monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not allow transferable deposits but do accept such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds and foreign exchange companies.",International Monetary Fund; World Bank,https://data.imf.org; https://databank.worldbank.org/source/world-development-indicators,Indicator,"Domestic credit to private sector, % GDP",1,"Domestic credit to private sector, % GDP",1,"Domestic credit to private sector, % GDP",1,Data,Value,
IN.4.1.3,,0,"Loans from microfinance institutions, % GDP",1,Outstanding loans from all microfinance institutions in a country as a percentage of its GDP.,"International Monetary Fund, Financial Access Survey (FAS)",https://data.imf.org/?sk=E5DCAB7E-A5CA-4892-A6EA-598B5463A34C,Indicator,"Loans from microfinance institutions, % GDP",1,"Loans from microfinance institutions, % GDP",1,"Loans from microfinance institutions, % GDP",1,Data,Value,
IN.4.2.1,,0,"Market capitalization, % GDP",1,"Market capitalization (also known as ""market value"") is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts and companies whose only business goal is to hold shares of other listed companies are excluded. Data are the average of the end-of-year values for the last three years.",World Federation of Exchanges; World Bank,https://www.world-exchanges.org/our-work/statistics; https://databank.worldbank.org/source/world-development-indicators,Indicator,"Market capitalization, % GDP",1,"Market capitalization, % GDP",1,"Market capitalization, % GDP",1,Data,Value,
IN.4.2.2,,0,"Venture capital investors, deals/bn PPP$ GDP",1,"Refinitiv data on private equity deals, per deal, with information on the location of the firm investing in a venture capital (VC) deal, among other details. The data extraction corresponds to a query on VC deals between January 1, 2019 and December 31, 2021, with the data aggregated by the location of the investing firm. The data represent the three-year average of 2019–21 deals invested in and are reported per billion PPP$ GDP.",Refinitiv; International Monetary Fund,https://solutions.refinitiv.com/eikon-trading-software; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,"Venture capital (VC) investors, deals/bn PPP$ GDP",1,"Venture capital (VC) investors, deals/bn PPP$ GDP",1,"Venture capital (VC) received, deal count/bn PPP$ GDP",1,Data,Value,"2022→2023: 'Venture capital investors, dea' → 'Venture capital (VC) investors'; 2024→2025: 'Venture capital (VC) investors' → 'Venture capital (VC) received,'"
IN.4.2.3,,0,"Venture capital recipients, deals/bn PPP$ GDP",1,"Refinitiv data on private equity deals, per deal, with information on the location of the firm receiving the VC investment, among other details. The data extraction corresponds to a query on VC deals between January 1, 2019 and December 31, 2021, with the data aggregated by the location invested in. The data represent the three-year average of 2019–21 deals received and are reported per billion PPP$ GDP.",Refinitiv; International Monetary Fund,https://solutions.refinitiv.com/eikon-trading-software; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,"VC recipients, deals/bn PPP$ GDP",1,"VC recipients, deals/bn PPP$ GDP",1,"Late-stage VC deal count, % global VC",1,Data,Value,"2022→2023: 'Venture capital recipients, de' → 'VC recipients, deals/bn PPP$ G'; 2024→2025: 'VC recipients, deals/bn PPP$ G' → 'Late-stage VC deal count, % gl'"
IN.4.2.4,,0,"Venture capital received, value, % GDP",1,"Refinitiv data on the monetary value of private equity deals, per deal, with information on the location of the firm receiving the VC investment, among other details. The data extraction corresponds to a query on VC deals between January 1, 2019 and December 31, 2021, with the data aggregated by the location invested in. The data represent the three-year average of reported deal value, in current US$ (billions), received and are reported.",Refinitiv; International Monetary Fund,https://solutions.refinitiv.com/eikon-trading-software; https://www.imf.org/en/Publications/SPROLLs/world-economic-outlook-databases,Indicator,"VC received, value, % GDP",1,"VC received, value, % GDP",1,"VC investors, deal count/bn PPP$ GDP",1,Data,Value,"2022→2023: 'Venture capital received, valu' → 'VC received, value, % GDP'; 2024→2025: 'VC received, value, % GDP' → 'VC investors, deal count/bn PP'"
IN.4.2.5,,0,,0,"Indicator that captures VC deals received by investor location, using fractional counting. For each deal, the total is divided equally among all participating investors (i.e., 1/n per investor, where n is the number of investors). The resulting fractions are aggregated by the investors’ country of headquarters. This methodology ensures that the total number of deals is preserved when summing across countries with known investor locations. The data corresponds to VC deals between January 1, 2022, and December 31, 2024. The data represent the three-year average of 2022–24 deals and are reported per billion PPP$ GDP.","PitchBook Data, Inc.; International Monetary Fund",www.pitchbook.com; www.imf.org/en/Publications/WEO/weo-database/2024/October,Indicator,,0,,0,VC investor co-participation/bn PPP$ GDP,1,Data,Value,
IN.4.3.1,,0,"Applied tariff rate, weighted avg., %",1,"Weighted average applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) Revision 3 codes to define commodity groups and import weights. As far as possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted average tariffs. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. Data extracted from the World Bank's World Development Indicators database.",World Bank,http://data.worldbank.org,Indicator,"Applied tariff rate, weighted avg., %",1,"Applied tariff rate, weighted avg., %",1,"Applied tariff rate, weighted avg., %",1,Data,Value,
IN.4.3.2,,0,Domestic industry diversification,1,"The Herfindahl-Hirschman Index (HHI) for the domestic industry is defined as the sum of the squared shares of sub-sectors in total manufacturing output. The HHI is a measure of concentration and can help to determine the extent to which a country's industrial system is diversified across different industrial sub-sectors (or, conversely, concentrated in a few industrial sub-sectors). A country with a perfectly diversified industrial system will have an index close to zero, whereas a country that is active in only one industrial sub-sector will have a value of one (least diversified).",United Nations Industrial Development Organization,http://stat.unido.org,Indicator,Domestic industry diversification,1,Domestic industry diversification,1,Domestic industry diversification,1,Data,Score,
IN.4.3.3,,0,"Domestic market scale, bn PPP$",1,"The domestic market size is measured by GDP based on the PPP valuation of country GDP, in current international dollars (billions).",International Monetary Fund,https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,"Domestic market scale, bn PPP$",1,"Domestic market scale, bn PPP$",1,"Domestic market scale, bn PPP$",1,Data,Value,
IN.5.1.1,,0,"Knowledge-intensive employment, %",1,"Sum of people in categories 1 to 3 as a percentage of total people employed, according to the International Standard Classification of Occupations (ISCO). Categories included in_x000D__x000D_
ISCO-08 are: 1 Managers; 2 Professionals; 3 Technicians and Associate Professionals. Where ISCO-08 data were not available, ISCO-88 data were used. Categories included in ISCO-88 are: 1 Legislators, senior officials and managers; 2 Professionals; 3 Technicians and associate professionals.",International Labour Organization,https://ilostat.ilo.org,Indicator,"Knowledge-intensive employment, %",1,"Knowledge-intensive employment, %",1,"Knowledge-intensive employment, %",1,Data,Value,
IN.5.1.2,,0,"Firms offering formal training, %",1,"The percentage of firms offering formal training programs for their permanent, full-time employees in the sample of firms in the World Bank's Enterprise Survey in each country.",World Bank Enterprise Surveys,https://www.enterprisesurveys.org,Indicator,"Firms offering formal training, %",1,"Firms offering formal training, %",1,"Females employed w/advanced degrees, %",1,Data,Value,2024→2025: 'Firms offering formal training' → 'Females employed w/advanced de'
IN.5.1.3,,0,"GERD performed by business, % GDP",1,"Gross expenditure on R&D performed by business enterprise as a percentage of GDP. For the definition of GERD, see indicator 2.3.2.",UNESCO Institute for Statistics; Eurostat; OECD; RICYT,http://data.uis.unesco.org; https://ec.europa.eu/eurostat/data/database; https://stats.oecd.org/Index.aspx?DataSetCode=MSTI_PUB; http://www.ricyt.org/en/,Indicator,"GERD performed by business, % GDP",1,"GERD performed by business, % GDP",1,"Youth demographic dividend, %",1,Data,Value,"2024→2025: 'GERD performed by business, % ' → 'Youth demographic dividend, %'"
IN.5.1.4,,0,"GERD financed by business, %",1,"Gross expenditure on R&D financed by business enterprise as a percentage of total gross expenditure on R&D. For the definition of GERD, see indicator 2.3.2.",UNESCO Institute for Statistics; Eurostat; OECD; RICYT,http://data.uis.unesco.org; https://ec.europa.eu/eurostat/data/database; https://stats.oecd.org/Index.aspx?DataSetCode=MSTI_PUB; http://www.ricyt.org/en/,Indicator,"GERD financed by business, %",1,"GERD financed by business, %",1,"GERD performed by business, % GDP",1,Data,Value,"2024→2025: 'GERD financed by business, %' → 'GERD performed by business, % '"
IN.5.1.5,,0,"Females employed w/advanced degrees, %",1,"The percentage of females employed with advanced degrees out of total employed. The employed comprise all persons of working age who, during a specified brief period, were in one of the following categories: (1) paid employment; or (2) self-employment. Data are disaggregated by level of education, which refers to the highest level of education completed, classified according to the International Standard Classification of Education (ISCE). Data for Canada are based on Table 14-10-0020-01 of the country's Labour Force Survey estimates.",International Labour Organization,https://ilostat.ilo.org; https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410002001,Indicator,"Females employed w/advanced degrees, %",1,"Females employed w/advanced degrees, %",1,"GERD financed by business, %",1,Data,Value,"2024→2025: 'Females employed w/advanced de' → 'GERD financed by business, %'"
IN.5.2.1,,0,University-industry R&D collaboration,1,"Average answer to the survey question: In your country, to what extent do businesses and universities collaborate on research and development (R&D)? [1 = not at all; 7 = to a great extent].","World Economic Forum, Executive Opinion Survey (EOS)",https://www.weforum.org/,Indicator,University-industry R&D collaboration,1,"Public research–industry co-publications, %",1,"Public research–industry co-publications, %",1,Survey,Score,2023→2024: 'University-industry R&D collab' → 'Public research–industry co-pu'
IN.5.2.2,,0,State of cluster development and depth,1,"Average answer to the survey question: In your country, how widespread are well-developed and deep clusters (geographic concentrations of firms, suppliers, producers of related products and services, and specialized institutions in a particular field)? [1 =  nonexistent; 7 = widespread in many fields].","World Economic Forum, Executive Opinion Survey (EOS)",https://www.weforum.org/,Indicator,State of cluster development,1,University–industry R&D collaboration†,1,University–industry R&D collaboration†,1,Survey,Score,2022→2023: 'State of cluster development a' → 'State of cluster development'; 2023→2024: 'State of cluster development' → 'University–industry R&D collab'
IN.5.2.3,,0,"GERD financed by abroad, % GDP",1,"Percentage of gross expenditure on R&D financed by abroad (billions, national currency) – that is, with foreign financing as a percentage of GDP (billions, national currency). For the definition of GERD, see indicator 2.3.2.",UNESCO Institute for Statistics; Eurostat; OECD; RICYT,http://data.uis.unesco.org; https://ec.europa.eu/eurostat/data/database; https://stats.oecd.org/Index.aspx?DataSetCode=MSTI_PUB; http://www.ricyt.org/en/,Indicator,"GERD financed by abroad, % GDP",1,State of cluster development†,1,"University industry & international engagement, top 5*",1,Data,Value,"2023→2024: 'GERD financed by abroad, % GDP' → 'State of cluster development†'; 2024→2025: 'State of cluster development†' → 'University industry & internat'"
IN.5.2.4,,0,Joint venture/strategic alliance deals/bn PPP$ GDP,1,"Refinitiv's data on joint ventures/strategic alliances, per deal, with details on the country of origin of partner firms, among others. The data extraction corresponds to a query on joint venture/strategic alliance deals between January 1, 2019 and December 31, 2021. The nation of each company participating in a deal (n companies per deal) is allocated, per deal, a score equivalent to 1/n (with the effect that all country scores add up to the total number of deals). The data are reported per billion PPP$ GDP.",Refinitiv; International Monetary Fund,https://www.refinitiv.com/en/financial-data/deals-data/joint-venture-deals; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Joint venture/strategic alliance deals/bn PPP$ GDP,1,Joint venture/strategic alliance deals/bn PPP$ GDP,1,State of cluster development†,1,Data,Value,2024→2025: 'Joint venture/strategic allian' → 'State of cluster development†'
IN.5.2.5,,0,Patent families/bn PPP$ GDP,1,"A patent family is a set of interrelated patent applications filed in one or more countries or jurisdictions to protect the same invention. Patent families containing applications filed in at least two different offices is a subset of patent families where protection of the same invention is sought in at least two different countries. In this report, ""patent families data"" refers to patent families containing applications filed in at least two intellectual property (IP) offices; the data are scaled by PPP$ GDP (billions). A patent is a set of exclusive rights granted by law to applicants for inventions that are new, non-obvious and industrially applicable. A patent is valid for a limited period of time (generally 20 years) and within a defined territory. The patent system is designed to encourage innovation by providing innovators with time-limited exclusive legal rights, thus enabling them to reap the rewards of their innovative activity.",World Intellectual Property Organization; International Monetary Fund,www.wipo.int/ipstats; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Patent families/bn PPP$ GDP,1,Patent families/bn PPP$ GDP,1,Patent families/bn PPP$ GDP,1,Data,Value,
IN.5.3.1,,0,"Intellectual property payments, % total trade",1,"Charges for the use of intellectual property not included elsewhere, i.e., payments (\% of total trade), average of three most recent years or most recent year. Value is calculated according to the Extended Balance of Payments Services Classification EBOPS 2010 – that is, code SH: Charges for the use of intellectual property not included elsewhere, as a percentage of total trade. Total trade is defined as the sum of total imports of code G goods and code SOX commercial services (excluding government goods and services not included elsewhere) plus total exports of code G goods and code SOX commercial services (excluding government goods and services not included elsewhere), divided by 2. According to the sixth edition of the International Monetary Fund's Balance of Payments Manual, the item ""Goods"" covers general merchandise, net exports of goods under merchanting and non-monetary gold. The ""commercial services"" category is defined as being equal to ""services"" minus ""government goods and services not included elsewhere."" Receipts are between residents and non-residents for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs, including trade secrets and franchises), and for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works and sound recordings) and related rights (such as for live performances and television, cable or satellite broadcast).",World Trade Organization and United Nations Conference on Trade and Development,https://stats.wto.org/,Indicator,"Intellectual property payments, % total trade",1,"Intellectual property payments, % total trade",1,"Intellectual property payments, % total trade",1,Data,Value,
IN.5.3.2,,0,"High-tech imports, % total trade",1,"High-technology imports as a percentage of total trade. High-technology exports and imports contain technical products with a high intensity of R&D, defined by the Eurostat classification, which is based on Standard International Trade Classification (SITC) Revision 4 and the OECD definition (see http://ec.europa.eu/eurostat/cache/metadata/Annexes/htec_esms_an5.pdf). Commodities belong to the following sectors: aerospace; computers and office machines; electronics – telecommunications; pharmacy; scientific instruments; electrical machinery; chemistry; non-electrical machinery; and armament.",United Nations Comtrade Database; World Trade Organization and United Nations Conference on Trade and Development,http://comtrade.un.org; https://stats.wto.org/,Indicator,"High-tech imports, % total trade",1,"High-tech imports, % total trade",1,"High-tech imports, % total trade",1,Data,Value,
IN.5.3.3,,0,"ICT services imports, % total trade",1,"Telecommunications, computer and information services imports as a percentage of total trade according to the OECD's Extended Balance of Payments Services Classification EBOPS 2010, coded SI: Telecommunications, computer, and information services. Values are based on the classification of the sixth (2009) edition of the International Monetary Fund's Balance of Payments and International Investment Position Manual and Balance of Payments database. For the definition of total trade, see indicator 5.3.1.",World Trade Organization and United Nations Conference on Trade and Development,https://stats.wto.org/,Indicator,"ICT services imports, % total trade",1,"ICT services imports, % total trade",1,"ICT services imports, % total trade",1,Data,Value,
IN.5.3.4,,0,"FDI net inflows, % GDP",1,"FDI net inflow is the average of the most recent three years of net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments. This data series shows net inflows (new investment inflows less disinvestment) in the reporting economy from foreign investors, and is divided by GDP. Data extracted from the World Bank's World Development Indicators database.",International Monetary Fund; World Bank,https://data.imf.org/;https://www.worldbank.org/en/programs/debt-statistics,Indicator,"FDI net inflows, % GDP",1,"FDI net inflows, % GDP",1,"FDI net inflows, % GDP",1,Data,Value,
IN.5.3.5,,0,"Research talent, % in businesses",1,"Researchers in the business enterprise sector, measured in full-time equivalence (FTE), refers to researchers as professionals engaged in the conception or creation of new knowledge, products, processes, methods and systems, as well as in the management of these projects, broken down by the sectors in which they are employed (business enterprise, government, higher education and private non-profit organizations). In the context of R&D statistics, the business enterprise sector includes all firms, organizations and institutions whose primary activity is the market production of goods or services (other than higher education) for sale to the general public at an economically significant price, and the mainly private non-profit institutions serving them; the core of this sector is made up of private enterprises.",UNESCO Institute for Statistics; Eurostat; OECD; RICYT,http://data.uis.unesco.org; https://ec.europa.eu/eurostat/data/database; https://stats.oecd.org/Index.aspx?DataSetCode=MSTI_PUB; http://www.ricyt.org/en/,Indicator,"Research talent, % in businesses",1,"Research talent, % in businesses",1,"Research talent, % in businesses",1,Data,Value,
OUT.6.1.1,,0,Patents by origin/bn PPP$ GDP,1,"The definition of a patent can be found in the description of indicator 5.2.5. A resident patent application refers to an application filed with an IP office for or on behalf of the first-named applicant's country of residence. For example, an application filed with the Japan Patent Office by a resident of Japan is to be considered a resident application for Japan. Similarly, an application filed with the European Patent Office (EPO) by an applicant who resides in any of the EPO member states (for example Germany) is considered to be a resident application for that member state (Germany). Data are scaled by PPP$ GDP (billions).",World Intellectual Property Organization; International Monetary Fund,https://www.wipo.int/ipstats; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Patents by origin/bn PPP$ GDP,1,Patents by origin/bn PPP$ GDP,1,Patents by origin/bn PPP$ GDP,1,Data,Value,
OUT.6.1.2,,0,PCT patents by origin/bn PPP$ GDP,1,A PCT application refers to an international patent application filed through the WIPO-administered Patent Cooperation Treaty. The PCT system makes it possible to seek patent protection for an invention simultaneously in a number of countries by filing a single international patent application. The origin of PCT applications is defined by the residence of the first-named applicant. Data are available only for those economies which are PCT Contracting States (156 to date). Data are scaled by PPP$ GDP (billions).,World Intellectual Property Organization; International Monetary Fund,https://www.wipo.int/ipstats; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,PCT patents by origin/bn PPP$ GDP,1,PCT patents by origin/bn PPP$ GDP,1,PCT patents by inventor origin/bn PPP$ GDP,1,Data,Value,2024→2025: 'PCT patents by origin/bn PPP$ ' → 'PCT patents by inventor origin'
OUT.6.1.3,,0,Utility models by origin/bn PPP$ GDP,1,"A utility model (UM) is a special form of patent right. The terms and conditions for granting a UM are slightly different from those for patents and include a shorter term of protection and less stringent patentability requirements. A resident UM application refers to an application filed with an IP office for or on behalf of the first-named applicant's country of residence. For example, an application filed with the IP office of Germany by a resident of Germany is considered a resident application for Germany. Data are scaled by PPP$ GDP (billions).",World Intellectual Property Organization; International Monetary Fund,https://www.wipo.int/ipstats; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Utility models by origin/bn PPP$ GDP,1,Utility models by origin/bn PPP$ GDP,1,Utility models by origin/bn PPP$ GDP,1,Data,Value,
OUT.6.1.4,,0,Scientific and technical articles/bn PPP$ GDP,1,"The number of articles published in the fields of science and technology. This encompasses 182 different research categories belonging to research areas including engineering, chemistry, physics, environmental sciences, computer science, mathematics, biochemistry, molecular biology, oncology, agriculture, cell biology and many more. Article counts are taken from a set of journals covered by the Science Citation Index Expanded (SCIE) and the Social Sciences Citation Index (SSCI). Articles are classified by year of publication and assigned to each economy on the basis of the institutional address(es) listed in the article.\nArticles are counted on a count basis (rather than a fractional basis) – that is, for articles with collaborating institutions from multiple economies, each economy receives credit on the basis of its participating institutions. The data are reported per billion PPP$ GDP.",Clarivate; International Monetary Fund,https://clarivate.com/webofsciencegroup/solutions/web-of-science; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Scientific and technical articles/bn PPP$ GDP,1,Scientific and technical articles/bn PPP$ GDP,1,Scientific and technical articles/bn PPP$ GDP,1,Data,Value,
OUT.6.1.5,,0,Citable documents H-index,1,"The H-index expresses the journal's number of articles (H) that have received at least H citations. It quantifies both journal scientific productivity and scientific impact, and is also applicable to scientists, journals, and so on. The H-index is tabulated from the number of citations received in subsequent years by articles published in a given year, divided by the number of articles published that year.",SCImago,https://www.scimagojr.com,Indicator,Citable documents H-index,1,Citable documents H-index,1,Citable documents H-index,1,Data,Score,
OUT.6.2.1,,0,"Labor productivity growth, %",1,"Growth rate of real GDP per person employed, average of five most recent available years (2017–2021). Growth of GDP per person engaged provides a measure of labor productivity (defined as output per unit of labor input). GDP per person employed is GDP divided by total employment in the economy.",The Conference Board,https://www.conference-board.org/data/economydatabase,Indicator,"Labor productivity growth, %",1,"Labor productivity growth, %",1,"Labor productivity growth, %",1,Data,Value,
OUT.6.2.2,,0,New businesses/th pop. 15–64,1,"The number of newly registered firms with limited liability per 1,000 working-age people (aged 15–64 years old) per calendar year (new business density rate).","World Bank, Enterpreneurship Database",https://www.worldbank.org/en/programs/entrepreneurship,Indicator,"Unicorn valuation, % GDP",1,"Unicorn valuation, % GDP",1,"Unicorn valuation, % GDP",1,Data,Value,"2022→2023: 'New businesses/th pop. 15–64' → 'Unicorn valuation, % GDP'"
OUT.6.2.3,,0,"Software spending, % GDP",1,"Computer software spending includes the total value of purchased or leased packaged software, such as operating systems, database systems, programming tools, utilities and  applications. It excludes expenditures for internal software development and outsourced custom software development. The data are a combination of actual figures and estimates. Data are reported as a percentage of GDP.",IHS Markit,https://www.ihs.com/index.html,Indicator,"Software spending, % GDP",1,"Software spending, % GDP",1,"Software spending, % GDP",1,Data,Value,
OUT.6.2.4,,0,ISO 9001 quality certificates/bn PPP$ GDP,1,"ISO 9001 specifies requirements for a quality management system when an organization needs to demonstrate its ability to provide products and services that meet both customer and applicable statutory and regulatory requirements. It aims to enhance customer satisfaction through the effective application of the system, including processes for improving the system and ensuring conformity to customer and applicable statutory and regulatory requirements. All the requirements of ISO 9001 are generic and are intended to be applicable to any organization, regardless of its type or size, or the products and services it provides. The data are reported per billion PPP$ GDP.",International Organization for Standardization; International Monetary Fund,https://www.iso.org/the-iso-survey.html; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,"High-tech manufacturing, %",1,"High-tech manufacturing, %",1,"High-tech manufacturing, %",1,Data,Value,"2022→2023: 'ISO 9001 quality certificates/' → 'High-tech manufacturing, %'"
OUT.6.2.5,,0,"High-tech manufacturing, %",1,"High-technology and medium-high-technology output as a percentage of total manufacturing output, on the basis of the OECD classification of Technology Intensity Definition (https://www.oecd.org/sti/ind/48350231.pdf), itself based on International Standard Industrial Classification (ISIC) Revision 4 and Revision 3, and using data from the INDSTAT 2 and INDSTAT 4 databases of the United Nations Industrial Development Organization (UNIDO).",United Nations Industrial Development Organization,https://stat.unido.org,Indicator,,0,,0,,0,Data,Value,
OUT.6.3.1,,0,"Intellectual property receipts, % total trade",1,"Charges for the use of intellectual property not included elsewhere, i.e. receipts (\% of total trade), average of three most recent years or most recent year. Value is calculated according to the Extended Balance of Payments Services Classification EBOPS 2010 – that is, code SH: Charges for the use of intellectual property not included elsewhere, as a percentage of total trade. Receipts are between residents and non-residents for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs, including trade secrets and franchises), and for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast). Values are based on the classification of the sixth (2009) edition of the International Monetary Fund's Balance of Payments and International Investment Position Manual and Balance of Payments database. For the definition of total trade, see indicator 5.3.1.",World Trade Organization and United Nations Conference on Trade and Development,https://stats.wto.org/,Indicator,"Intellectual property receipts, % total trade",1,"Intellectual property receipts, % total trade",1,"Intellectual property receipts, % total trade",1,Data,Value,
OUT.6.3.2,,0,Production and export complexity,1,"The Economic Complexity Index is a ranking of countries based on the diversity and complexity of their export basket. High-complexity countries are home to a range of sophisticated, specialized capabilities and are therefore able to produce a highly diversified set of complex products. Determining the economic complexity of a country is not solely dependent on a country's productive knowledge. Information about how many capabilities the country has is contained not only in the absolute number of products that it makes, but also in the ubiquity of those products (the number of countries that import those products) and in the sophistication and diversity of the products that those other countries make. Economic complexity expresses the diversity and sophistication of the productive capabilities embedded in the exports of each country.","Harvard University, Growth Lab",https://atlas.cid.harvard.edu,Indicator,Production and export complexity,1,Production and export complexity,1,Production and export complexity,1,Data,Score,
OUT.6.3.3,,0,"High-tech exports, % total trade",1,"High-technology exports as a percentage of total trade. See indicator 5.3.2 for details. Data for Hong Kong, China are corrected for re-exports using data from the Trade Data Monitor.",United Nations Comtrade Database; World Trade Organization and United Nations Conference on Trade and Development; Trade Data Monitor.,http://comtrade.un.org; https://stats.wto.org/; https://www.tradedatamonitor.com/,Indicator,"High-tech exports, % total trade",1,"High-tech exports, % total trade",1,"High-tech exports, % total trade",1,Data,Value,
OUT.6.3.4,,0,"ICT services exports, % total trade",1,"Telecommunications, computer and information services exports as a percentage of total trade according to the Extended Balance of Payments Services Classification EBOPS 2010, coded SI: Telecommunications, computer, and information services. Values are based on the classification of the sixth (2009) edition of the International Monetary Fund's Balance of Payments and International Investment Position Manual and Balance of Payments database. For the definition of total trade, see indicator 5.3.1.",World Trade Organization and United Nations Conference on Trade and Development,https://stats.wto.org/,Indicator,"ICT services exports, % total trade",1,"ICT services exports, % total trade",1,"ICT services exports, % total trade",1,Data,Value,
OUT.6.3.5,,0,,0,"ISO 9001 specifies requirements for a quality management system when an organization needs to demonstrate its ability to provide products and services that meet both customer and applicable statutory and regulatory requirements. It aims to enhance customer satisfaction through the effective application of the system, including processes for improving the system and ensuring conformity to customer and applicable statutory and regulatory requirements. All the requirements of ISO 9001 are generic and are intended to be applicable to any organization, regardless of its type or size, or the products and services it provides. The data are reported per billion PPP$ GDP.",ISO 9001 Quality management systems â€“ number of certificates issued (per billion PPP$ GDP),https://www.iso.org/the-iso-survey.html; https://www.imf.org/en/Publications/WEO/weo-database/2022/October,Indicator,ISO 9001 quality/bn PPP$ GDP,1,ISO 9001 quality/bn PPP$ GDP,1,ISO 9001 quality/bn PPP$ GDP,1,Data,Value,
OUT.7.1.1,,0,"Intangible asset intensity, top 15, %",1,"The data cover a global list of firms for which intangible asset value and total firm value are observed. Only the top 15 firms of each economy are considered, ranked by intangible assets in absolute terms (in US$). Countries with fewer than 15 firms are not considered. For each firm, the intangible asset value is divided by the firm's total value before computing the arithmetic mean across the top 15 firms for each economy.",Brand Finance,https://brandirectory.com/reports/gift-2021,Indicator,"Intangible asset intensity, top 15, %",1,"Intangible asset intensity, top 15, %",1,"Intangible asset intensity, top 15, %",1,Data,Value,
OUT.7.1.2,,0,Trademarks by origin/bn PPP$ GDP,1,"A trademark is a sign used by the owner of certain products or provider of certain services to distinguish them from the products or services of other companies. A trademark can consist of words or a combination of words and other elements, such as slogans, names, logos, figures and images, letters, numbers, sounds and moving images. The procedures for registering trademarks are governed by the legislation and procedures of national and regional IP offices. Trademark rights are limited to the jurisdiction of the IP office that registers the trademark. Trademarks can be registered by filing an application at the relevant national or regional office(s) or by filing an international application through the Madrid System. A resident trademark application refers to an application filed with an IP office for or on behalf of the first-named applicant's country of residence. For example, an application filed with the Japan Patent Office by a resident of Japan is considered to be a resident application for Japan. Similarly, an application filed with the Office for Harmonization in the Internal Market (OHIM) by an applicant who resides in any of the EU member states, such as France, is considered to be a resident application for that member state (France). This indicator is based on class count – the total number of goods and services classes specified in resident trademark applications. Data are scaled by PPP$ GDP (billions).",World Intellectual Property Organization; International Monetary Fund,www.wipo.int/ipstats; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Trademarks by origin/bn PPP$ GDP,1,Trademarks by origin/bn PPP$ GDP,1,Trademarks by origin/bn PPP$ GDP,1,Data,Value,
