question,outcome,model_family,analysis_role,n_primary_sample,n_effective,n_missing_outcome,n_missing_predictors,missingness_policy,analysis_scope,validation_scope,holdout_used,status,term,estimate,std_error_hc3,p_value,r2_in_sample,adj_r2_in_sample,cv_r2_mean,cv_r2_sd,cv_rmse_mean,cv_note,ci95_low,ci95_high,ci_method,bootstrap_success_rate,external_validation_used,independent_prediction,causal_claim,outcome_scale_used,fit_status,primary_analysis,auc_repeated_kfold,auc_sd,auc_note,loocv_auc,loocv_note,fallback_reason
Q2,anthropic_usage_pct,fractional_or_linear_by_scale,sensitivity_binary_median,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,,,,,,,,,,,,,,,,,,,False,0.56325,0.2015783036440182,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q2,oxford_public_sector_adoption,fractional_logit_quasi_binomial,primary_continuous_or_fractional,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,0.0640154887746084,0.06456867216144675,0.3214743713035989,,,,,,,-0.06904187729750892,0.1996998586180164,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_0_1,ok_fractional_logit,True,,,,,,
Q2,oxford_public_sector_adoption,fractional_or_linear_by_scale,sensitivity_binary_median,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,,,,,,,,,,,,,,,,,,,False,0.49087500000000006,0.167834135011326,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q2,oxford_public_sector_adoption,fractional_logit_quasi_binomial,primary_continuous_or_fractional,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,0.014816118918319476,0.03004189024027229,0.6218840091386666,,,,,,,-0.04468895792625254,0.0837201949408947,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_0_1,ok_fractional_logit,True,,,,,,
Q2,oxford_public_sector_adoption,fractional_or_linear_by_scale,sensitivity_binary_median,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,,,,,,,,,,,,,,,,,,,False,0.48912500000000003,0.16507247461342547,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q2,oxford_public_sector_adoption,ols_on_fraction_or_score_fallback,primary_continuous_or_fractional,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,-7.010005700811491e-17,1.1396767775110407e-16,0.5384971509288773,,,,,,,-1.7450764421327608e-14,1.7173153265525114e-14,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_or_original,ok_ols_fallback,True,,,,,,Singular matrix
Q2,oxford_public_sector_adoption,fractional_or_linear_by_scale,sensitivity_binary_median,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,,,,,,,,,,,,,,,,,,,False,0.5943749999999999,0.1624651404917375,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q2,oxford_ind_adoption_emerging_tech,fractional_logit_quasi_binomial,primary_continuous_or_fractional,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,0.18093451799024365,0.05409970143846826,0.0008244165076847214,,,,,,,0.06630930237630672,0.2890024637729568,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_0_1,ok_fractional_logit,True,,,,,,
Q2,oxford_ind_adoption_emerging_tech,fractional_or_linear_by_scale,sensitivity_binary_median,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,,,,,,,,,,,,,,,,,,,False,0.55725,0.1917614077441027,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q2,oxford_ind_adoption_emerging_tech,fractional_logit_quasi_binomial,primary_continuous_or_fractional,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,0.09165637326893528,0.025674394176842794,0.0003570456676889719,,,,,,,0.036865966981749446,0.14526505032320924,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_0_1,ok_fractional_logit,True,,,,,,
Q2,oxford_ind_adoption_emerging_tech,fractional_or_linear_by_scale,sensitivity_binary_median,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,,,,,,,,,,,,,,,,,,,False,0.5965,0.20182820665110218,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q2,oxford_ind_adoption_emerging_tech,ols_on_fraction_or_score_fallback,primary_continuous_or_fractional,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,-3.0600670109856515e-16,8.985660296829214e-17,0.0006604290669637536,,,,,,,-5.2211948057558727e-14,5.2393496954313524e-14,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_or_original,ok_ols_fallback,True,,,,,,Singular matrix
Q2,oxford_ind_adoption_emerging_tech,fractional_or_linear_by_scale,sensitivity_binary_median,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,,,,,,,,,,,,,,,,,,,False,0.508375,0.20944163118873954,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q3,oxford_total_score,linear_or_log_linear_by_distribution,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,2.2499681075457483,0.6490788123134271,0.0005274739401841786,0.42276409146721705,0.3771928355304184,0.032620269347909236,0.5453683800922103,8.057513589874542,repeated_kfold_internal_not_external_test,0.9347156786761771,3.352680506441365,percentile_fallback_or_bca_if_available,1.0,False,False,False,,,,,,,,,
Q3,oxford_total_score,linear_or_log_linear_by_distribution,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,1.07742148776607,0.3192342430091531,0.0007381071897582328,0.412487292092091,0.36610470988883503,0.02815802140908896,0.534274832910398,8.100175058746025,repeated_kfold_internal_not_external_test,0.46150601946574427,1.6327780705241546,percentile_fallback_or_bca_if_available,1.0,False,False,False,,,,,,,,,
Q3,oxford_total_score,linear_or_log_linear_by_distribution,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,-8.152098990735945e-15,6.915315667863945e-15,0.23845911323012425,0.25111648657237773,0.21271220383249967,-0.12329035570181252,0.5154963267762079,8.964349328193496,repeated_kfold_internal_not_external_test,-1.3973888352628952e-12,1.4313647233247024e-12,percentile_fallback_or_bca_if_available,1.0,False,False,False,,,,,,,,,
Q3,wipo_out_score,linear_or_log_linear_by_distribution,primary,43,42,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,1.4609377027561847,0.9733437612349018,0.1333691895099364,0.3111766117718542,0.256795817964369,-0.09704981722009251,0.45574321757576897,12.175882616009336,repeated_kfold_internal_not_external_test,-0.3776998451841404,3.0374650661253173,percentile_fallback_or_bca_if_available,1.0,False,False,False,,,,,,,,,
Q3,wipo_out_score,linear_or_log_linear_by_distribution,primary,43,42,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,0.721320469377088,0.4982415095975981,0.1476918527329312,0.3111551846784797,0.25677269925835966,-0.07163878314266892,0.46443794860511695,12.040717418925118,repeated_kfold_internal_not_external_test,-0.1981895937021182,1.592417326482996,percentile_fallback_or_bca_if_available,1.0,False,False,False,,,,,,,,,
Q3,wipo_out_score,linear_or_log_linear_by_distribution,primary,43,42,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,-1.8917858509755203e-14,1.0340321001107839e-14,0.06732124762330398,0.2720997875898882,0.23477157156885675,-0.10584209223215196,0.48241918760307767,12.237526908131946,repeated_kfold_internal_not_external_test,-3.4821624994797854e-12,3.465955294514125e-12,percentile_fallback_or_bca_if_available,1.0,False,False,False,,,,,,,,,
Q5,anthropic_usage_pct,fractional_logit_quasi_binomial,primary_continuous_or_fractional,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,0.5686436703579704,0.18964474081501853,0.002713407261707325,,,,,,,0.10466545759573954,0.877243317123809,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_0_1,ok_fractional_logit,True,,,,,,
Q5,anthropic_usage_pct,fractional_or_linear_by_scale,sensitivity_binary_median,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,,,,,,,,,,,,,,,,,,,False,0.7027500000000001,0.177179111353455,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q5,anthropic_usage_pct,fractional_logit_quasi_binomial,primary_continuous_or_fractional,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,0.22239307572824343,0.06429194006702696,0.0005419577922249549,,,,,,,0.061224325454965645,0.37865521511608685,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_0_1,ok_fractional_logit,True,,,,,,
Q5,anthropic_usage_pct,fractional_or_linear_by_scale,sensitivity_binary_median,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,,,,,,,,,,,,,,,,,,,False,0.713125,0.17789019611827966,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q5,anthropic_usage_pct,ols_on_fraction_or_score_fallback,primary_continuous_or_fractional,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,2.7708713158528867e-16,3.236526830471819e-15,0.9317744667096405,,,,,,,-3.901203109423984e-15,4.077970333580618e-15,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_or_original,ok_ols_fallback,True,,,,,,Singular matrix
Q5,anthropic_usage_pct,fractional_or_linear_by_scale,sensitivity_binary_median,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,,,,,,,,,,,,,,,,,,,False,0.56325,0.2015783036440182,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q5,anthropic_collaboration_pct,ols_on_fraction_or_score_fallback,primary_continuous_or_fractional,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,-8.700693249937902e-19,9.073120108362076e-17,0.9923487815304076,,,,,,,-3.6454039817043206e-16,3.7942684984435184e-16,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_or_original,ok_ols_fallback,True,,,,,,outcome_not_fractional_or_not_variable_enough
Q5,anthropic_collaboration_pct,fractional_or_linear_by_scale,sensitivity_binary_median,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,,,,,,,,,,,,,,,,,,,False,0.6875000000000001,0.31290789705729116,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
Q5,anthropic_collaboration_pct,ols_on_fraction_or_score_fallback,primary_continuous_or_fractional,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,2.0467922774300026e-18,1.0157979562704098e-17,0.8403107547184088,,,,,,,-1.3685858865153695e-17,1.8083980838787968e-17,percentile_fallback_or_bca_if_available,1.0,False,False,False,fraction_or_original,ok_ols_fallback,True,,,,,,outcome_not_fractional_or_not_variable_enough
Q5,anthropic_collaboration_pct,fractional_or_linear_by_scale,sensitivity_binary_median,43,41,1,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,,,,,,,,,,,,,,,,,,,False,0.7001785714285715,0.29561306713199215,repeated_stratified_kfold_internal_not_external_test,,not_computed_auc_undefined_for_single_observation_test_folds,
